userId,blockNum,trialNum,stimulusNum,distance,correct,selection

1,1,1,1,0.34022494565524714,0,1
1,1,1,2,0.20111611390591747,1,2
1,1,1,3,0.2770131070671842,0,4
1,1,1,4,0.10524192816836381,0,3
1,1,1,5,0.23256298198368233,0,2
1,1,1,6,0.29948067862124267,0,4
1,1,2,7,0.2758026890043924,0,3
1,1,1,8,0.2506995108531938,0,4
1,1,2,9,0.3397411648770515,0,3
1,1,1,10,0.18724720295034764,1,4
1,1,1,11,0.1577028952861884,0,3
1,1,1,12,0.1308816629427706,0,4
1,1,2,13,0.3026156967913018,0,4
1,1,1,14,0.3207181570142869,0,3
1,1,2,15,0.20351681426279847,0,4
1,1,2,16,0.1252178313382237,0,3
1,1,1,17,0.23239484336326072,0,4
1,1,2,18,0.22511176014945405,0,3
1,1,2,19,0.31615401220398476,0,4
1,1,2,20,0.2615872292530106,0,3
1,1,2,21,0.16310344951931824,0,4
1,1,2,22,0.24186026521845672,0,3
1,1,2,23,0.19835119931197312,1,4
1,1,2,24,0.11297557249085793,0,3
1,2,1,25,0.34186399671592105,0,4
1,2,1,26,0.16274159653907896,0,4
1,2,1,27,0.24702087010698576,0,4
1,2,1,28,0.30903012645628414,1,4
1,2,1,29,0.12416544757686876,1,4
1,2,1,30,0.19601421973838984,1,4
1,2,1,31,0.2926543547448864,1,4
1,2,2,32,0.2915595709353626,0,4
1,2,2,33,0.28081970115883975,0,4
1,2,1,34,0.23591146322708462,0,4
1,2,2,35,0.1610766971077865,1,4
1,2,1,36,0.31027873887320784,0,4
1,2,2,37,0.23342918499190352,0,4
1,2,2,38,0.23575301700908716,0,4
1,2,1,39,0.2500943171581595,0,4
1,2,2,40,0.1960655341157675,0,4
1,2,2,41,0.26766919256425326,0,4
1,2,1,42,0.10412649562357926,0,4
1,2,1,43,0.20750070152244027,0,4
1,2,2,44,0.3384489156369356,0,4
1,2,2,45,0.10198160269343505,0,4
1,2,2,46,0.20506578401851464,0,4
1,2,2,47,0.32592138459840586,0,4
1,2,2,48,0.13400417957456265,0,4
1,3,1,49,0.3306150035209269,1,4
1,3,1,50,0.2879186722762186,0,4
1,3,1,51,0.12135595184547378,0,4
1,3,1,52,0.1551170090924353,0,4
1,3,1,53,0.1017208485528055,1,4
1,3,1,54,0.23491132251406138,0,4
1,3,1,55,0.23211298590810586,0,4
1,3,1,56,0.18914925104463465,1,4
1,3,2,57,0.12655013590920036,0,4
1,3,1,58,0.2028782209892776,0,4
1,3,1,59,0.26913473855361275,0,4
1,3,1,60,0.3195436372897165,0,4
1,3,2,61,0.2618524509022212,0,4
1,3,2,62,0.3172176688378703,0,4
1,3,1,63,0.29424981435523867,0,4
1,3,2,64,0.1939675663468259,0,4
1,3,2,65,0.21123066612372768,0,4
1,3,2,66,0.2887730875000719,0,4
1,3,2,67,0.30069402577703963,1,4
1,3,2,68,0.16479283703131753,1,4
1,3,2,69,0.34583709398161977,0,4
1,3,2,70,0.1042703273220686,0,4
1,3,2,71,0.2321012881812328,1,4
1,3,2,72,0.2213564270883113,0,4
1,4,1,73,0.23342247505829794,1,4
1,4,1,74,0.29435949244686865,1,4
1,4,1,75,0.15219020770899283,0,4
1,4,1,76,0.20168205322032284,0,4
1,4,1,77,0.10675468178019416,0,4
1,4,1,78,0.2654202139686809,0,4
1,4,2,79,0.200111817822868,0,4
1,4,1,80,0.2829723611255734,1,4
1,4,1,81,0.3144344468141995,1,4
1,4,2,82,0.29721301026500463,0,4
1,4,1,83,0.24255138689049768,1,4
1,4,1,84,0.19925343578065263,0,4
1,4,1,85,0.12358334715175177,0,4
1,4,2,86,0.2827682343753309,0,4
1,4,1,87,0.33453445919200997,0,4
1,4,2,88,0.3173977233244409,0,4
1,4,2,89,0.24888368873855157,0,4
1,4,2,90,0.10643618291845279,1,4
1,4,2,91,0.341629349645498,0,4
1,4,2,92,0.19868176027187792,0,4
1,4,2,93,0.12503252790735717,0,4
1,4,2,94,0.15558102332523743,0,4
1,4,2,95,0.2612948985005734,0,4
1,4,2,96,0.2332907749519047,0,4
1,5,1,97,0.2844505141452375,1,4
1,5,1,98,0.21414466516874753,0,4
1,5,1,99,0.247032716403994,1,4
1,5,1,100,0.11116113492404431,0,4
1,5,1,101,0.2574800063411188,0,4
1,5,1,102,0.18979899702697453,1,4
1,5,1,103,0.34462316263529175,0,4
1,5,2,104,0.259093554921072,0,4
1,5,1,105,0.22629860232145477,0,4
1,5,1,106,0.30837070298488145,0,4
1,5,1,107,0.16396820891554467,0,4
1,5,1,108,0.3173423354538729,0,4
1,5,2,109,0.3204737544978478,0,4
1,5,2,110,0.21132200813151691,1,4
1,5,2,111,0.2290056708204664,0,4
1,5,2,112,0.29400810122432286,0,4
1,5,2,113,0.2954469471049841,1,4
1,5,2,114,0.1583100825648094,0,4
1,5,2,115,0.1199681465565819,1,4
1,5,2,116,0.2347202276241948,0,4
1,5,2,117,0.18731640263235505,0,4
1,5,1,118,0.12365825050112086,0,4
1,5,2,119,0.3420665517435093,0,4
1,5,2,120,0.12673206478388716,0,4
1,6,1,121,0.2071786900348863,0,4
1,6,1,122,0.3204022772770781,0,4
1,6,1,123,0.2510054166672438,0,4
1,6,1,124,0.15035349218334598,0,4
1,6,2,125,0.32572368485854925,0,4
1,6,2,126,0.20883251267089142,0,4
1,6,1,127,0.33287562089489947,0,4
1,6,1,128,0.23911541498711897,0,4
1,6,1,129,0.19096614006591883,0,4
1,6,1,130,0.12019480468338428,1,4
1,6,1,131,0.1061027708507345,0,4
1,6,2,132,0.330627567651042,1,4
1,6,1,133,0.23298799830996977,0,4
1,6,1,134,0.29032852228496975,0,4
1,6,2,135,0.2617322101849301,0,4
1,6,1,136,0.2852214493479195,1,4
1,6,2,137,0.13174684078179535,0,4
1,6,2,138,0.1636454306812668,1,4
1,6,2,139,0.1076934916679418,0,4
1,6,2,140,0.2456481670902635,0,4
1,6,2,141,0.2392199169194746,0,4
1,6,2,142,0.29225051622830434,0,4
1,6,2,143,0.18184648729579217,0,4
1,6,2,144,0.29887237887460694,0,4
